name,position,alphavetical value,name score
IONA,2056,39,80184
IONE,2057,43,88451
IRA,2058,28,57624
IRAIDA,2059,42,86478
IRENA,2060,47,96820
IRENE,2061,51,105111
IRINA,2062,51,105162
IRIS,2063,55,113465
IRISH,2064,63,130032
IRMA,2065,41,84665
IRMGARD,2066,70,144620
IRVIN,2067,72,148824
IRVING,2068,79,163372
IRWIN,2069,73,151037
ISA,2070,29,60030
ISAAC,2071,33,68343
ISABEL,2072,48,99456
ISABELL,2073,60,124380
ISABELLA,2074,61,126514
ISABELLE,2075,65,134875
ISADORA,2076,67,139092
ISAIAH,2077,47,97619
ISAIAS,2078,58,120524
ISAURA,2079,69,143451
ISELA,2080,46,95680
ISIAH,2081,46,95726
ISIDRA,2082,60,124920
ISIDRO,2083,74,154142
ISIS,2084,56,116704
ISMAEL,2085,59,123015
ISOBEL,2086,62,129332
ISRAEL,2087,64,133568
ISREAL,2088,64,133632
ISSAC,2089,51,106539
IVA,2090,32,66880
IVAN,2091,46,96186
IVANA,2092,47,98324
IVELISSE,2093,100,209300
IVETTE,2094,81,169614
IVEY,2095,61,127795
IVONNE,2096,79,165584
IVORY,2097,89,186633
IVY,2098,56,117488
IZETTA,2099,81,170019
IZOLA,2100,63,132300
JA,2101,11,23111
JACALYN,2102,66,138732
JACELYN,2103,70,147210
JACINDA,2104,42,88368
JACINTA,2105,58,122090
JACINTO,2106,72,151632
JACK,2107,25,52675
JACKELINE,2108,70,147560
JACKELYN,2109,81,170829
JACKI,2110,34,71740
JACKIE,2111,39,82329
JACKLYN,2112,76,160512
JACKQUELINE,2113,108,228204
JACKSON,2114,73,154322
JACLYN,2115,65,137475
JACOB,2116,31,65596
JACQUALINE,2117,93,196881
JACQUE,2118,57,120726
JACQUELIN,2119,92,194948
JACQUELINE,2120,97,205640
JACQUELYN,2121,108,229068
JACQUELYNE,2122,113,239786
JACQUELYNN,2123,122,259006
JACQUES,2124,76,161424
JACQUETTA,2125,98,208250
JACQUI,2126,61,129686
JACQUIE,2127,66,140382
JACQUILINE,2128,101,214928
JACQULINE,2129,92,195868
JACQULYN,2130,103,219390
JADA,2131,16,34096
JADE,2132,20,42640
JADWIGA,2133,55,117315
JAE,2134,16,34144
JAIME,2135,38,81130
JAIMEE,2136,43,91848
JAIMIE,2137,47,100439
JAKE,2138,27,57726
JALEESA,2139,53,113367
JALISA,2140,52,111280
JAMA,2141,25,53525
JAMAAL,2142,38,81396
JAMAL,2143,37,79291
JAMAR,2144,43,92192
JAME,2145,29,62205
JAMEE,2146,34,72964
JAMEL,2147,41,88027
JAMES,2148,48,103104
JAMEY,2149,54,116046
JAMI,2150,33,70950
JAMIE,2151,38,81738
JAMIKA,2152,45,96840
JAMILA,2153,46,99038
JAMISON,2154,81,174474
JAMMIE,2155,51,109905
JAN,2156,25,53900
JANA,2157,26,56082
JANAE,2158,31,66898
JANAY,2159,51,110109
JANE,2160,30,64800
JANEAN,2161,45,97245
JANEE,2162,35,75670
JANEEN,2163,49,105987
JANEL,2164,42,90888
JANELL,2165,54,116910
JANELLA,2166,55,119130
JANELLE,2167,59,127853
JANENE,2168,49,106232
JANESSA,2169,69,149661
JANET,2170,50,108500
JANETH,2171,58,125918
JANETT,2172,70,152040
JANETTA,2173,71,154283
JANETTE,2174,75,163050
JANEY,2175,55,119625
JANI,2176,34,73984
JANICE,2177,42,91434
JANIE,2178,39,84942
JANIECE,2179,47,102413
JANINA,2180,49,106820
JANINE,2181,53,115593
JANIS,2182,53,115646
JANISE,2183,58,126614
JANITA,2184,55,120120
JANN,2185,39,85215
JANNA,2186,40,87440
JANNET,2187,64,139968
JANNETTE,2188,89,194732
JANNIE,2189,53,116017
JANUARY,2190,90,197100
JANYCE,2191,58,127078
JAQUELINE,2192,94,206048
JAQUELYN,2193,105,230265
JARED,2194,38,83372
JAROD,2195,48,105360
JARRED,2196,56,122976
JARRETT,2197,92,202124
JARROD,2198,66,145068
JARVIS,2199,79,173721
JASMIN,2200,66,145200
JASMINE,2201,71,156271
JASON,2202,59,129918
JASPER,2203,69,152007
JAUNITA,2204,76,167504
JAVIER,2205,65,143325
JAY,2206,36,79416
JAYE,2207,41,90487
JAYME,2208,54,119232
JAYMIE,2209,63,139167
JAYNA,2210,51,112710
JAYNE,2211,55,121605
JAYSON,2212,84,185808
JAZMIN,2213,73,161549
JAZMINE,2214,78,172692
JC,2215,13,28795
JEAN,2216,30,66480
JEANA,2217,31,68727
JEANE,2218,35,77630
JEANELLE,2219,64,142016
JEANENE,2220,54,119880
JEANETT,2221,75,166575
JEANETTA,2222,76,168872
JEANETTE,2223,80,177840
JEANICE,2224,47,104528
JEANIE,2225,44,97900
JEANINE,2226,58,129108
JEANMARIE,2227,76,169252
JEANNA,2228,45,100260
JEANNE,2229,49,109221
JEANNETTA,2230,90,200700
JEANNETTE,2231,94,209714
JEANNIE,2232,58,129456
JEANNINE,2233,72,160776
JED,2234,19,42446
JEFF,2235,27,60345
JEFFEREY,2236,80,178880
JEFFERSON,2237,98,219226
JEFFERY,2238,75,167850
JEFFIE,2239,41,91799
JEFFREY,2240,75,168000
JEFFRY,2241,70,156870
JEN,2242,29,65018
JENA,2243,30,67290
JENAE,2244,35,78540
JENE,2245,34,76330
JENEE,2246,39,87594
JENELL,2247,58,130326
JENELLE,2248,63,141624
JENETTE,2249,79,177671
JENEVA,2250,57,128250
JENI,2251,38,85538
JENICE,2252,46,103592
JENIFER,2253,67,150951
JENIFFER,2254,73,164542
JENINE,2255,57,128535
JENISE,2256,62,139872
JENNA,2257,44,99308
JENNEFER,2258,77,173866
JENNELL,2259,72,162648
JENNETTE,2260,93,210180
JENNI,2261,52,117572
JENNIE,2262,57,128934
JENNIFER,2263,81,183303
JENNIFFER,2264,87,196968
JENNINE,2265,71,160815
JENNY,2266,68,154088
JERALD,2267,50,113350
JERALDINE,2268,78,176904
JERAMY,2269,72,163368
JERE,2270,38,86260
JEREMIAH,2271,69,156699
JEREMY,2272,76,172672
JERI,2273,42,95466
JERICA,2274,46,104604
JERILYN,2275,93,211575
JERLENE,2276,69,157044
JERMAINE,2277,75,170775
JEROLD,2278,64,145792
JEROME,2279,66,150414
JEROMY,2280,86,196080
JERRELL,2281,80,182480
JERRI,2282,60,136920
JERRICA,2283,64,146112
JERRIE,2284,65,148460
JERROD,2285,70,159950
JERROLD,2286,82,187452
JERRY,2287,76,173812
JESENIA,2288,63,144144
JESICA,2289,47,107583
JESS,2290,53,121370
JESSE,2291,58,132878
JESSENIA,2292,82,187944
JESSI,2293,62,142166
JESSIA,2294,63,144522
JESSICA,2295,66,151470
JESSIE,2296,67,153832
JESSIKA,2297,74,169978
JESTINE,2298,82,188436
JESUS,2299,74,170126
JESUSA,2300,75,172500
JESUSITA,2301,104,239304
JETTA,2302,56,128912
JETTIE,2303,69,158907
JEWEL,2304,55,126720
JEWELL,2305,67,154435
JI,2306,19,43814
JILL,2307,43,99201
JILLIAN,2308,67,154636
JIM,2309,32,73888
JIMMIE,2310,59,136290
JIMMY,2311,70,161770
JIN,2312,33,76296
JINA,2313,34,78642
JINNY,2314,72,166608
JO,2315,25,57875
JOAN,2316,40,92640
JOANA,2317,41,94997
JOANE,2318,45,104310
JOANIE,2319,54,125226
JOANN,2320,54,125280
JOANNA,2321,55,127655
JOANNE,2322,59,136998
JOANNIE,2323,68,157964
JOAQUIN,2324,87,202188
JOAQUINA,2325,88,204600
JOCELYN,2326,84,195384
JODEE,2327,39,90753
JODI,2328,38,88464
JODIE,2329,43,100147
JODY,2330,54,125820
JOE,2331,30,69930
JOEANN,2332,59,137588
JOEL,2333,42,97986
JOELLA,2334,55,128370
JOELLE,2335,59,137765
JOELLEN,2336,73,170528
JOESPH,2337,73,170601
JOETTA,2338,71,165998
JOETTE,2339,75,175425
JOEY,2340,55,128700
JOHANA,2341,49,114709
JOHANNA,2342,63,147546
JOHANNE,2343,67,156981
JOHN,2344,47,110168
JOHNA,2345,48,112560
JOHNATHAN,2346,91,213486
JOHNATHON,2347,105,246435
JOHNETTA,2348,93,218364
JOHNETTE,2349,97,227853
JOHNIE,2350,61,143350
JOHNNA,2351,62,145762
JOHNNIE,2352,75,176400
JOHNNY,2353,86,202358
JOHNSIE,2354,80,188320
JOHNSON,2355,95,223725
JOI,2356,34,80104
JOIE,2357,39,91923
JOLANDA,2358,57,134406
JOLEEN,2359,61,143899
JOLENE,2360,61,143960
JOLIE,2361,51,120411
JOLINE,2362,65,153530
JOLYN,2363,76,179588
JOLYNN,2364,90,212760
JON,2365,39,92235
JONA,2366,40,94640
JONAH,2367,48,113616
JONAS,2368,59,139712
JONATHAN,2369,83,196627
JONATHON,2370,97,229890
JONE,2371,44,104324
JONELL,2372,68,161296
JONELLE,2373,73,173229
JONG,2374,46,109204
JONI,2375,48,114000
JONIE,2376,53,125928
JONNA,2377,54,128358
JONNIE,2378,67,159326
JORDAN,2379,62,147498
JORDON,2380,76,180880
JORGE,2381,55,130955
JOSE,2382,49,116718
JOSEF,2383,55,131065
JOSEFA,2384,56,133504
JOSEFINA,2385,79,188415
JOSEFINE,2386,83,198038
JOSELYN,2387,100,238700
JOSEPH,2388,73,174324
JOSEPHINA,2389,97,231733
JOSEPHINE,2390,101,241390
JOSETTE,2391,94,224754
JOSH,2392,52,124384
JOSHUA,2393,74,177082
JOSIAH,2394,62,148428
JOSIE,2395,58,138910
JOSLYN,2396,95,227620
JOSPEH,2397,73,174981
JOSPHINE,2398,96,230208
JOSUE,2399,70,167930
JOVAN,2400,62,148800
JOVITA,2401,77,184877
JOY,2402,50,120100
JOYA,2403,51,122553
JOYCE,2404,58,139432
JOYCELYN,2405,109,262145
JOYE,2406,55,132330
JUAN,2407,46,110722
JUANA,2408,47,113176
JUANITA,2409,76,183084
JUDE,2410,40,96400
JUDI,2411,44,106084
JUDIE,2412,49,118188
JUDITH,2413,72,173736
JUDSON,2414,83,200362
JUDY,2415,60,144900
JULE,2416,48,115968
JULEE,2417,53,128101
JULENE,2418,67,162006
JULES,2419,67,162073
JULI,2420,52,125840
JULIA,2421,53,128313
JULIAN,2422,67,162274
JULIANA,2423,68,164764
JULIANE,2424,72,174528
JULIANN,2425,81,196425
JULIANNA,2426,82,198932
JULIANNE,2427,86,208722
JULIE,2428,57,138396
JULIEANN,2429,86,208894
JULIENNE,2430,90,218700
JULIET,2431,77,187187
JULIETA,2432,78,189696
JULIETTA,2433,98,238434
JULIETTE,2434,102,248268
JULIO,2435,67,163145
JULISSA,2436,91,221676
JULIUS,2437,92,224204
JUNE,2438,50,121900
JUNG,2439,52,126828
JUNIE,2440,59,143960
JUNIOR,2441,87,212367
JUNITA,2442,75,183150
JUNKO,2443,71,173453
JUSTA,2444,71,173524
JUSTIN,2445,93,227385
JUSTINA,2446,94,229924
JUSTINE,2447,98,239806
JUTTA,2448,72,176256
KA,2449,12,29388
KACEY,2450,45,110250
KACI,2451,24,58824
KACIE,2452,29,71108
KACY,2453,40,98120
KAI,2454,21,51534
KAILA,2455,34,83470
KAITLIN,2456,76,186656
KAITLYN,2457,92,226044
KALA,2458,25,61450
KALEIGH,2459,53,130327
KALEY,2460,54,132840
KALI,2461,33,81213
KALLIE,2462,50,123100
KALYN,2463,63,155169
KAM,2464,25,61600
KAMALA,2465,39,96135
KAMI,2466,34,83844
KAMILAH,2467,55,135685
KANDACE,2468,39,96252
KANDI,2469,39,96291
KANDICE,2470,47,116090
KANDIS,2471,58,143318
KANDRA,2472,49,121128
KANDY,2473,55,136015
KANESHA,2474,59,145966
KANISHA,2475,63,155925
KARA,2476,31,76756
KARAN,2477,45,111465
KAREEM,2478,53,131334
KAREEN,2479,54,133866
KAREN,2480,49,121520
KARENA,2481,50,124050
KAREY,2482,60,148920
KARI,2483,39,96837
KARIE,2484,44,109296
KARIMA,2485,53,131705
KARIN,2486,53,131758
KARINA,2487,54,134298
KARINE,2488,58,144304
KARISA,2489,59,146851
KARISSA,2490,78,194220
KARL,2491,42,104622
KARLA,2492,43,107156
KARLEEN,2493,66,164538
KARLENE,2494,66,164604
KARLY,2495,67,167165
KARLYN,2496,81,202176
KARMA,2497,44,109868
KARMEN,2498,62,154876
KAROL,2499,57,142443
KAROLE,2500,62,155000
KAROLINE,2501,85,212585
KAROLYN,2502,96,240192
KARON,2503,59,147677
KARREN,2504,67,167768
KARRI,2505,57,142785
KARRIE,2506,62,155372
KARRY,2507,73,183011
KARY,2508,55,137940
KARYL,2509,67,168103
KARYN,2510,69,173190
KASANDRA,2511,69,173259
KASEY,2512,61,153232
KASHA,2513,40,100520
KASI,2514,40,100560
KASIE,2515,45,113175
KASSANDRA,2516,88,221408
KASSIE,2517,64,161088
KATE,2518,37,93166
KATELIN,2519,72,181368
KATELYN,2520,88,221760
KATELYNN,2521,102,257142
KATERINE,2522,83,209326
KATHALEEN,2523,77,194271
KATHARINA,2524,83,209492
KATHARINE,2525,87,219675
KATHARYN,2526,98,247548
KATHE,2527,45,113715
KATHELEEN,2528,81,204768
KATHERIN,2529,86,217494
KATHERINA,2530,87,220110
KATHERINE,2531,91,230321
KATHERN,2532,77,194964
KATHERYN,2533,102,258366
KATHEY,2534,70,177380
KATHI,2535,49,124215
KATHIE,2536,54,136944
KATHLEEN,2537,76,192812
KATHLENE,2538,76,192888
KATHLINE,2539,80,203120
KATHLYN,2540,91,231140
KATHRIN,2541,81,205821
KATHRINE,2542,86,218612
KATHRYN,2543,97,246671
KATHRYNE,2544,102,259488
KATHY,2545,65,165425
KATHYRN,2546,97,246962
KATI,2547,41,104427
KATIA,2548,42,107016
KATIE,2549,46,117254
KATINA,2550,56,142800
KATLYN,2551,83,211733
KATRICE,2552,67,170984
KATRINA,2553,74,188922
KATTIE,2554,66,168564
KATY,2555,57,145635
KAY,2556,37,94572
KAYCE,2557,45,115065
KAYCEE,2558,50,127900
KAYE,2559,42,107478
KAYLA,2560,50,128000
KAYLEE,2561,59,151099
KAYLEEN,2562,73,187026
KAYLEIGH,2563,78,199914
KAYLENE,2564,73,187172
KAZUKO,2565,85,218025
KECIA,2566,29,74414
KEELEY,2567,63,161721
KEELY,2568,58,148944
KEENA,2569,36,92484
KEENAN,2570,50,128500
KEESHA,2571,49,125979
KEIKO,2572,51,131172
KEILA,2573,38,97774
KEIRA,2574,44,113256
KEISHA,2575,53,136475
KEITH,2576,53,136528
KEITHA,2577,54,139158
KELI,2578,37,95386
KELLE,2579,45,116055
KELLEE,2580,50,129000
KELLEY,2581,70,180670
KELLI,2582,49,126518
KELLIE,2583,54,139482
KELLY,2584,65,167960
KELLYE,2585,70,180950
KELSEY,2586,77,199122
KELSI,2587,56,144872
KELSIE,2588,61,157868
KELVIN,2589,73,188997
KEMBERLY,2590,91,235690
KEN,2591,30,77730
KENA,2592,31,80352
KENDA,2593,35,90755
KENDAL,2594,47,121918
KENDALL,2595,59,153105
KENDRA,2596,53,137588
KENDRICK,2597,75,194775
KENETH,2598,63,163674
KENIA,2599,40,103960
KENISHA,2600,67,174200
KENNA,2601,45,117045
KENNETH,2602,77,200354
KENNITH,2603,81,210843
KENNY,2604,69,179676
KENT,2605,50,130250
KENTON,2606,79,205874
KENYA,2607,56,145992
KENYATTA,2608,97,252976
KENYETTA,2609,101,263509
KERA,2610,35,91350
KEREN,2611,53,138383
KERI,2612,43,112316
KERMIT,2613,76,198588
KERRI,2614,61,159454
KERRIE,2615,66,172590
KERRY,2616,77,201432
KERSTIN,2617,96,251232
KESHA,2618,44,115192
KESHIA,2619,53,138807
KETURAH,2620,84,220080
KEVA,2621,39,102219
KEVEN,2622,57,149454
KEVIN,2623,61,160003
KHADIJAH,2624,52,136448
KHALILAH,2625,62,162750
KIA,2626,21,55146
KIANA,2627,36,94572
KIARA,2628,40,105120
KIERA,2629,44,115676
KIERSTEN,2630,101,265630
KIESHA,2631,53,139443
KIETH,2632,53,139496
KILEY,2633,62,163246
KIM,2634,33,86922
KIMBER,2635,58,152830
KIMBERELY,2636,100,263600
KIMBERLEE,2637,80,210960
KIMBERLEY,2638,100,263800
KIMBERLI,2639,79,208481
KIMBERLIE,2640,84,221760
KIMBERLY,2641,95,250895
KIMBERY,2642,83,219286
KIMBRA,2643,54,142722
KIMI,2644,42,111048
KIMIKO,2645,68,179860
KINA,2646,35,92610
KINDRA,2647,57,150879
KING,2648,41,108568
KIP,2649,36,95364
KIRA,2650,39,103350
KIRBY,2651,65,172315
KIRK,2652,49,129948
KIRSTEN,2653,96,254688
KIRSTIE,2654,91,241514
KIRSTIN,2655,100,265500
KISHA,2656,48,127488
KIT,2657,40,106280
KITTIE,2658,74,196692
KITTY,2659,85,226015
KIYOKO,2660,86,228760
KIZZIE,2661,86,228846
KIZZY,2662,97,258214
KLARA,2663,43,114509
KOREY,2664,74,197136
KORI,2665,53,141245
KORTNEY,2666,108,287928
KORY,2667,69,184023
KOURTNEY,2668,129,344172
KRAIG,2669,46,122774
KRIS,2670,57,152190
KRISHNA,2671,80,213680
KRISSY,2672,101,269872
KRISTA,2673,78,208494
KRISTAL,2674,90,240660
KRISTAN,2675,92,246100
KRISTEEN,2676,101,270276
KRISTEL,2677,94,251638
KRISTEN,2678,96,257088
KRISTI,2679,86,230394
KRISTIAN,2680,101,270680
KRISTIE,2681,91,243971
KRISTIN,2682,100,268200
KRISTINA,2683,101,270983
KRISTINE,2684,105,281820
KRISTLE,2685,94,252390
KRISTOFER,2686,121,325006
KRISTOPHER,2687,139,373493
KRISTY,2688,102,274176
KRISTYN,2689,116,311924
KRYSTA,2690,94,252860
KRYSTAL,2691,106,285246
KRYSTEN,2692,112,301504
KRYSTIN,2693,116,312388
KRYSTINA,2694,117,315198
KRYSTLE,2695,110,296450
KRYSTYNA,2696,133,358568
KUM,2697,45,121365
KURT,2698,70,188860
KURTIS,2699,98,264502
KYLA,2700,49,132300
KYLE,2701,53,143153
KYLEE,2702,58,156716
KYLIE,2703,62,167586
KYM,2704,49,132496
KYMBERLY,2705,111,300255
KYOKO,2706,77,208362
KYONG,2707,72,194904
KYRA,2708,55,148940
KYUNG,2709,78,211302
LACEY,2710,46,124660
LACHELLE,2711,58,157238
LACI,2712,25,67800
LACIE,2713,30,81390
LACRESHA,2714,67,181838
LACY,2715,41,111315
LADAWN,2716,55,149380
LADONNA,2717,61,165737
LADY,2718,42,114156
LAEL,2719,30,81570
LAHOMA,2720,50,136000
LAI,2721,22,59862
LAILA,2722,35,95270
LAINE,2723,41,111643
LAJUANA,2724,60,163440
LAKEESHA,2725,62,168950
LAKEISHA,2726,66,179916
LAKENDRA,2727,66,179982
LAKENYA,2728,69,188232
LAKESHA,2729,57,155553
LAKESHIA,2730,66,180180
LAKIA,2731,34,92854
LAKIESHA,2732,66,180312
LAKISHA,2733,61,166713
LAKITA,2734,54,147636
LALA,2735,26,71110
LAMAR,2736,45,123120
LAMONICA,2737,68,186116
LAMONT,2738,75,205350
LAN,2739,27,73953
LANA,2740,28,76720
LANCE,2741,35,95935
LANDON,2742,60,164520
LANE,2743,32,87776
LANELL,2744,56,153664
LANELLE,2745,61,167445
LANETTE,2746,77,211442
LANG,2747,34,93398
LANI,2748,36,98928
LANIE,2749,41,112709
LANITA,2750,57,156750
LANNIE,2751,55,151305
LANNY,2752,66,181632
LANORA,2753,61,167933
LAQUANDA,2754,71,195534
LAQUITA,2755,81,223155
LARA,2756,32,88192
LARAE,2757,37,102009
LARAINE,2758,60,165480
LAREE,2759,41,113119
LARHONDA,2760,73,201480
LARISA,2761,60,165660
LARISSA,2762,79,218198
LARITA,2763,61,168543
LARONDA,2764,65,179660
LARRAINE,2765,78,215670
LARRY,2766,74,204684
LARUE,2767,57,157719
LASANDRA,2768,70,193760
LASHANDA,2769,60,166140
LASHANDRA,2770,78,216060
LASHAUN,2771,76,210596
LASHAUNDA,2772,81,224532
LASHAWN,2773,78,216294
LASHAWNA,2774,79,219146
LASHAWNDA,2775,83,230325
LASHAY,2776,66,183216
LASHELL,2777,69,191613
LASHON,2778,69,191682
LASHONDA,2779,74,205646
LASHUNDA,2780,80,222400
LASONYA,2781,87,241947
LATANYA,2782,74,205868
LATARSHA,2783,80,222640
LATASHA,2784,62,172608
LATASHIA,2785,71,197735
LATESHA,2786,66,183876
LATIA,2787,43,119841
LATICIA,2788,55,153340
LATINA,2789,57,158973
LATISHA,2790,70,195300
LATONIA,2791,72,200952
LATONYA,2792,88,245696
LATORIA,2793,76,212268
LATOSHA,2794,76,212344
LATOYA,2795,74,206830
LATOYIA,2796,83,232068
LATRICE,2797,68,190196
LATRICIA,2798,73,204254
LATRINA,2799,75,209925
LATRISHA,2800,88,246400
LAUNA,2801,49,137249
LAURA,2802,53,148506
LAURALEE,2803,75,210225
LAURAN,2804,67,187868
LAURE,2805,57,159885
LAUREEN,2806,76,213256
LAUREL,2807,69,193683
LAUREN,2808,71,199368
LAURENA,2809,72,202248
LAURENCE,2810,79,221990
LAURENE,2811,76,213636
LAURETTA,2812,98,275576
LAURETTE,2813,102,286926
LAURI,2814,61,171654
LAURICE,2815,69,194235
LAURIE,2816,66,185856
LAURINDA,2817,80,225360
LAURINE,2818,80,225440
LAURYN,2819,91,256529
LAVADA,2820,41,115620
LAVELLE,2821,69,194649
LAVENIA,2822,64,180608
LAVERA,2823,59,166557
LAVERN,2824,72,203328
LAVERNA,2825,73,206225
LAVERNE,2826,77,217602
LAVETA,2827,61,172447
LAVETTE,2828,85,240380
LAVINA,2829,59,166911
LAVINIA,2830,68,192440
LAVON,2831,64,181184
LAVONA,2832,65,184080
LAVONDA,2833,69,195477
LAVONE,2834,69,195546
LAVONIA,2835,74,209790
LAVONNA,2836,79,224044
LAVONNE,2837,83,235471
LAWANA,2838,52,147576
LAWANDA,2839,56,158984
LAWANNA,2840,66,187440
LAWERENCE,2841,86,244326
LAWRENCE,2842,81,230202
LAYLA,2843,51,144993
LAYNE,2844,57,162108
LAZARO,2845,73,207685
LE,2846,17,48382
LEA,2847,18,51246
LEAH,2848,26,74048
LEAN,2849,32,91168
LEANA,2850,33,94050
LEANDRA,2851,55,156805
LEANDRO,2852,69,196788
LEANN,2853,46,131238
LEANNA,2854,47,134138
LEANNE,2855,51,145605
LEANORA,2856,66,188496
LEATHA,2857,47,134279
LEATRICE,2858,73,208634
LECIA,2859,30,85770
LEDA,2860,22,62920
LEE,2861,22,62942
LEEANN,2862,51,145962
LEEANNA,2863,52,148876
LEEANNE,2864,56,160384
LEENA,2865,37,106005
LEESA,2866,42,120372
LEIA,2867,27,77409
LEIDA,2868,31,88908
LEIF,2869,32,91808
LEIGH,2870,41,117670
LEIGHA,2871,42,120582
LEIGHANN,2872,70,201040
LEILA,2873,39,112047
LEILANI,2874,62,178188
LEISA,2875,46,132250
LEISHA,2876,54,155304
LEKISHA,2877,65,187005
LELA,2878,30,86340
LELAH,2879,38,109402
LELAND,2880,48,138240
LELIA,2881,39,112359
LEMUEL,2882,68,195976
LEN,2883,31,89373
LENA,2884,32,92288
LENARD,2885,54,155790
LENITA,2886,61,176046
LENNA,2887,46,132802
LENNIE,2888,59,170392
LENNY,2889,70,202230
LENORA,2890,65,187850
LENORE,2891,69,199479
LEO,2892,32,92544
LEOLA,2893,45,130185
LEOMA,2894,46,133124
LEON,2895,46,133170
LEONA,2896,47,136112
LEONARD,2897,69,199893
LEONARDA,2898,70,202860
LEONARDO,2899,84,243516
LEONE,2900,51,147900
LEONEL,2901,63,182763
LEONIA,2902,56,162512
LEONIDA,2903,60,174180
LEONIE,2904,60,174240
LEONILA,2905,68,197540
LEONOR,2906,79,229574
LEONORA,2907,80,232560
LEONORE,2908,84,244272
LEONTINE,2909,94,273446
LEOPOLDO,2910,94,273540
LEORA,2911,51,148461
LEOTA,2912,53,154336
LERA,2913,36,104868
LEROY,2914,75,218550
LES,2915,36,104940
LESA,2916,37,107892
LESHA,2917,45,131265
LESIA,2918,46,134228
LESLEE,2919,58,169302
LESLEY,2920,78,227760
LESLI,2921,57,166497
LESLIE,2922,62,181164
LESSIE,2923,69,201687
LESTER,2924,79,230996
LETA,2925,38,111150
LETHA,2926,46,134596
LETICIA,2927,59,172693
LETISHA,2928,74,216672
LETITIA,2929,76,222604
LETTIE,2930,71,208030
LETTY,2931,82,240342
LEVI,2932,48,140736
LEWIS,2933,68,199444
LEXIE,2934,55,161370
LEZLIE,2935,69,202515
LI,2936,21,61656
LIA,2937,22,64614
LIANA,2938,37,108706
LIANE,2939,41,120499
LIANNE,2940,55,161700
LIBBIE,2941,39,114699
LIBBY,2942,50,147100
LIBERTY,2943,91,267813
LIBRADA,2944,47,138368
LIDA,2945,26,76570
LIDIA,2946,35,103110
LIEN,2947,40,117880
LIESELOTTE,2948,122,359656
LIGIA,2949,38,112062
LILA,2950,34,100300
LILI,2951,42,123942
LILIA,2952,43,126936
LILIAN,2953,57,168321
LILIANA,2954,58,171332
LILLA,2955,46,135930
LILLI,2956,54,159624
LILLIA,2957,55,162635
LILLIAM,2958,68,201144
LILLIAN,2959,69,204171
LILLIANA,2960,70,207200
LILLIE,2961,59,174699
LILLY,2962,70,207340
LILY,2963,58,171854
LIN,2964,35,103740
LINA,2965,36,106740
LINCOLN,2966,79,234314
LINDA,2967,40,118680
LINDSAY,2968,84,249312
LINDSEY,2969,88,261272
LINDSY,2970,83,246510
LINDY,2971,64,190144
LINETTE,2972,85,252620
LING,2973,42,124866
LINH,2974,43,127882
LINN,2975,49,145775
LINNEA,2976,55,163680
LINNIE,2977,63,187551
LINO,2978,50,148900
LINSEY,2979,84,250236
LINWOOD,2980,92,274160
LIONEL,2981,67,199727
LISA,2982,41,122262
LISABETH,2983,76,226708
LISANDRA,2984,78,232752
LISBETH,2985,75,223875
LISE,2986,45,134370
LISETTE,2987,90,268830
LISHA,2988,49,146412
LISSA,2989,60,179340
LISSETTE,2990,109,325910
LITA,2991,42,125622
LIVIA,2992,53,158576
LIZ,2993,47,140671
LIZA,2994,48,143712
LIZABETH,2995,83,248585
LIZBETH,2996,82,245672
LIZETH,2997,80,239760
LIZETTE,2998,97,290806
LIZZETTE,2999,123,368877
LIZZIE,3000,87,261000
LLOYD,3001,68,204068
LOAN,3002,42,126084
LOGAN,3003,49,147147
LOIDA,3004,41,123164
LOIS,3005,55,165275
LOISE,3006,60,180360
LOLA,3007,40,120280
LOLITA,3008,69,207552
LOMA,3009,41,123369
LON,3010,41,123410
LONA,3011,42,126462
LONDA,3012,46,138552
LONG,3013,48,144624
LONI,3014,50,150700
LONNA,3015,56,168840
LONNIE,3016,69,208104
LONNY,3017,80,241360
LORA,3018,46,138828
LORAINE,3019,74,223406
LORALEE,3020,68,205360
LORE,3021,50,151050
LOREAN,3022,65,196430
LOREE,3023,55,166265
LOREEN,3024,69,208656
LORELEI,3025,76,229900
LOREN,3026,64,193664
LORENA,3027,65,196755
LORENE,3028,69,208932
LORENZA,3029,91,275639
LORENZO,3030,105,318150
LORETA,3031,71,215201
LORETTA,3032,91,275912
LORETTE,3033,95,288135
LORI,3034,54,163836
LORIA,3035,55,166925
LORIANN,3036,83,251988
LORIE,3037,59,179183
LORILEE,3038,76,230888
LORINA,3039,69,209691
LORINDA,3040,73,221920
LORINE,3041,73,221993
LORIS,3042,73,222066
LORITA,3043,75,228225
LORNA,3044,60,182640
LORRAINE,3045,92,280140
LORRETTA,3046,109,332014
LORRI,3047,72,219384
LORRIANE,3048,92,280416
LORRIE,3049,77,234773
LORRINE,3050,91,277550
LORY,3051,70,213570
LOTTIE,3052,81,247212
LOU,3053,48,146544
LOUANN,3054,77,235158
LOUANNE,3055,82,250510
LOUELLA,3056,78,238368
LOUETTA,3057,94,287358
LOUIE,3058,62,189596
LOUIS,3059,76,232484
LOUISA,3060,77,235620
LOUISE,3061,81,247941
LOURA,3062,67,205154
LOURDES,3063,94,287922
LOURIE,3064,80,245120
LOUVENIA,3065,99,303435
